username,full_text
Ay09359469,sangat parah korupsi di bumn kan itu uang negara yg mestinya diperuntukan utk kemakmuran rakyattapi di korupsi angkanya ratusan triliun lgapa bumn mesti di bubarkan bersama kementrianya krn jd sarang penyamun dan tdk ada manfaatnya bg rakyat bumn di hapus ganti danantara
Ridwan1924,untuk mengurangi kecemasan rakyat thd pengelolaan danantara sebaiknya paralel dengan penegakan kasus2 korupsi secara tegas kembalikan marwah kpk perbaiki kepolisian dan kejaksaan dan yg terpenting ganti menteri bumn jika tidak semua nonsensecuma omonomon
BajakLaut369,wkwk mimpi yg ada danantarahanya akan jadi lumbung duit bagi penguasa untuk melanggengkan kekuasaannya negara2 lain sudah membuktikannya sistem spt danantara hanya berhasil di negara dgn kepatuhan hukum yg tinggi dan pemberantasan korupsi yg ditegakkan
kba_news,danantara akan dihambat oleh korupsi dan abuse of power yang parah
Cukutiono1966,pembuat ide danantara orang yg terindikasi korupsidan pengawasnya jg masuk daftar occrpgila memang 62 q
LordVirg0_,lantas knp perusuh perusak pengkhianat nkri koruptor terbusuk didunia versi occrp msh berkeliaran bebas blom ditangkap kalo mmg tidak ada yg kebal hukum trus pengurus danantara haramjadah koq kebal hukum rakyat tagih janji prabowo basmi korupsi
sanginovatif1,mungkinkah diberlakukan hukuman mati jika pengelola danantara melakukan korupsi sepertinya indonesia harus segera memberlakukan hukuman mati bagi koruptor mengingat semakin hari semakin besar dan berjamaah korupsinya sampe 1000triliun ini bukan dana yang kecil u sebuah negra
ondarnis07,acara kecil saja ada indikasi korupsi ngimana danantara dan bank emas
jonasvrada,suwermereka gak peduli dgn kerugian negara akibat korupsi maha dahsyat ini mereka hy benci dgn ahokhingga gak logis
JJ_tilu,hmm trus bpak sbg salah satu senior yg infonya dilibatkan di danantara apa yg bisa dijamin akan bebas 100 dari korupsikkn salah kelola konflik kepentingan bebas politik kalo hanya himbauan dan harapan rakyat dan ekonom sdh rame dijagat raya kok ada mantan2 ya
Official_Ansor,ada sekat antara danantara dan publik sejak mula badan investasi ini diluncurkan korupsi demi korupsi yang melekat pada badan negara selama ini menjadikan kepercayaan publik dilumuri rasa curiga tapi bisa jadi danantara ini adalah pengecualian jika transparansi itu
tiyok_pras,pak beye tenang aja ya danantara ini adalah klub promosi liga korupsi indonesia ntar seiring berjalan waktu bakal lampaui prestasi klub pertamina
2rb2puluh4,pertamina aja dikorupsi hampir 1000 trilyun apalagi danantara kalo bapak tetap bersikeras danantara harus tetap ada saya usul angkat aja clark kent jadi auditor tunggal biar siapa pun yang terbukti korupsi langsung dibawa terbang ke antartika tanpa bekal apa pun
Setto161112,kagum ditengah marak2nya korupsi masih bisa membuat danantara
allex_obed,sy jg menangkap sepertinya danantara itu brangkas isi duit rakyat yg selama 10th dpt dari korupsi amp dikelola koruptor jg utk menyelamatkan klo sewaktu2 terjadi pergantian rezimkudetalainya
kopihit_am,apakah danantara mau ikut liga korupsi
Ahans995,kok curiga ya dengan danantara utk mencuci uang hasil korupsi nya mulyono dan opung gmn menurut kalian guys
dragoeinside,ga malu ngomong bgitu punya sistem apa yg bisa menjamin ga akan ada korupsi berani ga ngomong jika ada korupsi di danantara satu rupiah pun pelaku akan dihukum mati
MasYudi1958,akibat ojk tidak menjalankan fungsinya dengan benar kasus korupsi jiwasraya dinilai berdampak pada sikap skeptis masyarakat terhadap danantara
utomokendal,terimakasih pak sby tetapi niat baik saja ternyata tidak cukup apalagi kita saat ini sedang dihadapkan pada fakta bahwa gaji tinggi ternyata tidak serta merta bisa mencegah untuk korupsi maka perlu perangkat hukum yang tegas yang menyertai lahirnya danantara
Joe43369941,klu gw gk khawatir sama sakali karena udh 100 yakin klu danantara nantinya sebatas buat ladang korupsi para penguasa dinegeri ini
KakaRossonerim8,benerin dulu hukum nya buat para koruptor kalo modelan sekarang ya cuma buat bancakan kalian dan partai perkuat kpk dan bpk bukan malah di kebiri gak boleh audit danantara apa yg anda cuitkan cuma pembenaran praktek korupsi yg akan terjadi
jonasvrada,maka kau cek apa pernyataan pemerintah or lembaga berwenang noh dengar dirut pertamina hanya minta maaf tnp solusi langkah2 nyata n strategis menangani kss korupsi ini biar kami bs diam
Mangabidin,coba liat bukti di liga korupsi berapa banyak bumn terlibat masih berharap publik percaya danantara aman selama koruptor dan ex koruptor masih menjabat jangan harap trust publik aja pantes
hezky_2002,resiko rangkap jabatan pengawasan tidak akan efektif berjalan terbukti banyak kasus korupsi di bumn terakhir kasus pertamina erick thohir menteri bumn ketua pssi aktif berpolitik diangkat jadi dewan pengawas danantara
gngmulyana,aman pakpokok nya danantara akan merata pembagiannya buat koalisikorupsi aman asal bagi rataya ngga pak
jonasvrada,koq gak ada penjelasan kejaksaan dgn kehadiran et dj kejagung kmrn malam dalam langkah klarifikasi krn namanya disebut2 ato dalam rangka kordinasi selaku menteri atasan para tsk korupsi patra niaga dgn kejagung ini yg hrs dipelototi krn beda banget tujuan akhirnya
mantiqalkindy,gimana gak khawatir pak di danantara ada mantan presiden yang masuk nominasi occrp sebagai tokoh terkorup udah gitu ditambah yang kelola mantan napi korupsi
alwitjandr12454,buktinya danantara diluncurkan harga saham anjlok kurs meroket lalu katanya korupsi danatara tidak bisa di proses hukum krn itu bukan apbn ijasah saja gak jelas cukup 10 tahun bohongin rakyat
ddolppangcweguu,struktur danantara aja awur awuran pak gimana kita bisa percaya saya tau kok bapak buat statement kaya gini pasti settingan gak papa kok pak bilang aja bulan ramadhan gak baik bohong apalagi korupsi
AndoFernan50737,uang 13 milyar saja di korupsi ramai ramai atas nama partai apa lagi danantara bikin para pejabat negara pasti sudah memikirkan bagaimana cara korupsinya ramai ramai agar rakyat tetap bodoh agar indonesia cepat bubar
BerthaAstu32435,duh jmn skrg percaya dgn para pejabat pemerintahan tinggal 1fakta yg ada aja yg kita liat gmnpemerintahan ngurusi pertamina aja gk mampu aplgi danantarauang di korupsi dri semua pihak pemerintahan gk ada greget nyagmn kita hrs optimis dgn danantara
SujariO,ladang bancakan korupsi baru lagi
AsepSuherm65358,danantara adalah bakal jadi lumbung korupsi baru
magdaleneid,walau danantara sudah melewati proses revisi instrumen hukum berbagai pihak masih menyoroti apakah perubahan ini akan membawa manfaat atau justru jadi celah berpotensi korupsi
PohanChoky40724,danantara akan dihambat oleh korupsi dan abuse of power yang parah law enforcement msh jauh panggang dari api orang berbuat benar dpt dipersalahkan namun para koruptor maling rampok dan pembunuh malah dianggap benar dan dihormati bak raja
neoplaticc,masih terbayang bayang aja raksasa tidur lah macan asia lah implementasi buat kesejahteraan nya oke butuh waktu sampe 3 tahun gada kejelasan dan jadi lumbung korupsi akan salah siapa danantara fahri hamzah
uselessaramm,ditengah kasus korupsi yang gak selesaiselesai gimana caranya mengembalikan kepercayaan rakyat duit danantara yang fantastis itu kalo ada ditangan yang salah ya masyarakat perlu khawatir
azkaald88811919,kalau kami rakyat danantara ini hanya ladang korupsi cawe cawe dan politis 2029
pipiuwpi,ya lihatlihat pemimpinnya juga otoriter kalau jujur mah bagus kalau korup kayak indonesia yang ada malah jadi kayak zimbabwe pejabat korupsi tapi gak boleh dikritik soalnya otoriter
milkman9th,pengakihan issue danantaramakanya kaya gak peduli ama korupsi ity
jahemerah,kaya gini mau ngelola danantara kalo ternyata korupsi palingan di review total lagi yang kecil aja bohong gimana yang besar
Wiwik69pdgAsri,kami harap sebagai pengawas bapak sangat ketat mengawasi danantara bukan apa2 hari2 ini rakyat bertubi2 disodorkan berita korupsi yg gila2an wajar bl jadi kurang percaya apalg dg rekam jejak pejabat di danantara
itsjoraa,masyarakat bukan mengkhawatirkan lagi pak tp emang yakin bakal dikorupsi penuh politik kepentingan gk transparan mau ngomong apa juga liat aja track record nya korupsi hampir 1000 triliun gila apa rakyat masih harus percaya sama danantara
Sattamorgana,benang kusut korupsi pertamina danantara aman via disebut lagi lu di sini fix elu adalah tulang punggung pergerakan
pian_cfp,ga usah berteletele cukup pertegas hukumnya korupsi 500 juta keatas langsung hukuman mati ga pake percobaan dijamin pejabatpejabat itu akan berpikir 1000 kali untuk korupsi dan danantara yang dibanggabanggakan ini akan aman dengan sendirinya
Anis_Shiran1966,danantara di launching langsung di sambut oleh mega korupsi yg sebelumnya bnyk kasus kasus besar hilang ditelan bumi atau ada yg diproses tp hukuman nya ringan jd hanya orang dungu yg percaya danantara tdk di embat jg klo danantara gagal betul betul bangkrut negara ini
eternal73,korupsi yg sudah berjalan entah bagaimana solusinya blm lagi korupsikorupsi baru nah apalagi ini muncul danantara yg berisi org2 yg pernah tersandung kasus tony blair yg jd dewan pengawas misalnya pernah terlibat perang di timteng hingga 1jt muslim meninggal miris
americanouvee,diharapkan itu artinya masih ada kemungkinan gagal rakyat ga mau digantung kayak gini pak tujuan dibentuknya danantara harus pasti transparan dan memiliki target jelas rakyat khawatir kemungkinan gagal itu dikarenakan sebagai ladang korupsi kalangan atas
qqoqqppopp,niat amp tujuan yg baik harus dibarengi dengan eksekusi yg baik juga kan minimal pilih pengurus yg bebas dari kepentingan terutama kepentingan beberapa golongan dan minimal rakyat dikasih garansi kalo terjadi korupsi di danantara oknumnya harus dapet hukuman berat banget
ArmanS63929,saya ngak cemas pak malahan sangat yakin kelak bapak akan kecipratan hasil bagi bagi korupsi danantara
GlenwoodNate,saya berterima kasih atas kewaspadaan dan pengawasan ketat anda terhadap danantara penting untuk memastikan bahwa proyekproyek yang baik dijalankan dan korupsi segera teridentifikasi sangatlah picik jika hanya mempertimbangkan apa yang bisa salah ada kemungkinan bahwa
DianSartik93316,selama hukum an mati itu di terapkanmaka korupsi di indonesia tidak akan habisitu yg c3maskan oleh warga indonesia utk danantara karana lembaga yg sudah jldi korupsi sampaikan blm tuntas kasus nya
mahardi_yana,pak sudah lebih baik bapak menikmati masa pensiun dengan tenang dan bersama cucu bapak apa bapak bisa memberi jaminan kl danantara tidak akan di korupsi dan di salah gunakan untuk bancakan
GlenwoodNate,hal ini juga melindungi pemerintah indonesia dari kerugian yang dialami danantara saya tidak berpikir akan ada pengurangan penuntutan terhadap praktik korupsi danantara hal ini hanya akan mengambil jalur yang berbeda saya jelas bukan sarjana hukum indonesia namun saya pikir
ArkonadaThe,lah pengurus nya ada bekas napi korupsi danantara ini bisnis investasi pak dan indonesia already have bad name for investementkarna jokowi 10 tahun membiarkan korupsi
abdullahjati20,pak yth poinnya kan di siapa2 pelaksananya yg integritasamanahnya diragukan bukan niat atau teori pendiriannya wajar rakyat curiga karena belakangan saja kasus korupsi triliunan terbuka satu persatu tak mustahil pula nanti jg akan melahirkan koruptor
GlenwoodNate,tidak tentu saja anda tidak boleh berhenti mengawasi danantara dengan saksama ia perlu pengawasan ketat dan kewaspadaan terusmenerus untuk menghindari korupsi dan skandal yang telah menjangkiti indonesia dan 1mdb itu tidak menjadikan danantara ide yang buruk atau investasi
ldaWijayanti,kayaknya kalau ga ada embel2 agama susah ramenya kak harus dibuat narasi danantara itu ajaran kafir atau korupsi pertamina itu haram
AiraNtieReal,bapak yth rakyat trust issue itu dimulai dr sejak melihat susunan kepengurusan danantara ada mantan napi koruptor ada finalis utk kasus korupsi yg di release occrp ada ketua partai yg bisnisnya bangkrut plus kadar intelektualitasnya amat sgt diragukan jujur sy percaya dg
akidaniworkshop,dari banyaknya masalah yang timbul akibat pemerintahan 20142024 dimana hutang menumpuk korupsi tinggi pengangguran meningkat banyak janji politik tidak ditunaikan apbn jebol bahkan defisit maka semuanya menjadikan rakyat sangsi atas kinerja danantara no trust at all
BuYungBin1,tll banyak penyimpangan mulai dr asabri smp terakhir di pertamina group membuat masy cemas pesimis atau apapun namanya kl danantara ini akan jd ladang baru utk korupsi
IrwanIs36647816,betul pak niat saja tidak cukup semua rakyat mendukung niat baik pemerintah agar ekonomi rakyat indonesia naik level tapi rakyat indonesia jg khawatir terhadap aktor2 di danantara terlalu bnyk konflik kepentingan di dalamnya 90 orang setuju danantara jd ladang korupsi baru
MoningJanuarius,danantara jadi lahan bancakan korupsi yang sangat gurih
__convex,memangnya indonesia punya good governance yang bagus semenjak era joko widodo kampret pak saya sih ragu tata kelola danantara berakibat jadi lahan bancakan korupsi berjamaah pejabat yang ditunjuk saja masih haus duit dan kekuasaan bahkan takut miskin lagi
Aslt777,komen ter cerdas saya juga berkeyakinan danantara akan dijadikan lahan korupsi berjamaah
hanjirap26,sebagai rakyat wajar kuatir bahkan tidak percaya selain tokoh2 dalam danantara yg track recordnya merah polah kepemimpinan prabowo dan jajarannya serta kasus2 korupsi makin jumbo dan menggila membuat yakin kalau ada intensi kelompok dalam pembentukan danantara
jaesuhpaws,fokus orang lagi ke pecah soalnya indonesia gelap naik terus di turunin lewat isu danantara danantara turun naik lagi isu korupsi sebenarny kita cuma lagi di permainkan aja wkwwkwwk
GandiSuharso,bapak kan mantan presiden jugakasitau kita dong bahwa danantara ini akan jadi ajang korupsi berjamaah himbau seluruh rakyat agar tidak terlibat atau melibatkan diri di danantara atau bank emas karena pemerintah hanya akan menjarah dan menipu rakyatnya disitu
asmo_gaimin,harus di buatkan payung hukumnya yg korupsi di danantara di hukum mati
Foximile11,itu kalau pak ignasius jonan yg jadi ceo danantara aku yakin investornya lebih percaya karena sudah terbukti mentransformasi kai yang imagenya kumuh menjadi transportasi yang bersih rapi dan tanpa calo dibandingkan yang secarah sah terbukti pernah melakukan korupsi
Flashdllah,sabar buuangnya diputer di danantara dulu yakalo dpt x500 baru deh dibuat jalannnya ehh ngga deng korupsi dulu baru di cakin
oneplussan,tebak berapa rekor korupsi yang bakal danantara pecahkan nantinya
freakinomnom,betul sekali pak kita tidak boleh menutup mata atas niat pembentukan danantara yang sudah jelas dan pasti yaitu korupsi massal dan kegiatan cuci mencuci
i_need_peace_,sebenernya ngga mau menormalisasi korupsi tapi kek udah jadi budaya dan orang2 yakin kalo danantara juga bakal dikorupsi
newbiestockpick,mimpi soal danantara mungkin semua sepakat yang jadi pertanyaan adalah sudah siapkah dengan rencana tata kelolanya sehingga dananya tidak di korupsi yg semua tahu menjadi penyakit negri ini di semua lini
AlkhadidAM,masalah nya orang di sekitar danantara ini bukan orang yang jujur dan ahli dalam bidangnya investasi justru ahli dalam bidang korupsi apalagi tidak di awasi bpk bila ada hukuman mati pelaku koruptor dan perampasan asset koruptor mungkin masyarakat tidak terlalu khawatir
gearcloudy,ayo tementemen kita seruin lagi dari resminya danantara mbg basi pertamina korupsi pagar laut 30km dan sekarang elit senayan diem upgrade khup gak bisa dibiarkan selagi kpk gak independen dan gak ada hukuman setimpal buat koruptor
ksadtrianaga,yang disuruh ngejalanin danantara yg bikin rakyat ketar ketir pak udah ada unsur nepotisme tinggal nunggu korupsi dan kolusi aja
Aslt777,saya yakin danantara akan jadi tempat korupsi berjamaah
Indonesiaguyub,jiwasraya asabri waskita karya jebol semua belum lagi pertamax rasa pertalite korupsi pemerintah terbesar sepanjang sejara ri masih mau percaya sama danantara presiden omonomon kabinet kebanyakan mengkhayal mau berharap apa
Aslt777,danantara calon jd lahan korupsi berjamaah lihat saja kemunculannya dibarengi heboh pertamax rasa pertalite agar bisa nylonong tanpa hambatan
anak_semeru,korupsi pejabat dimana ya pasti tdk percaya lah sm danantara
DoninaxA68141,ya betul pemerintah harus membuktikan bahwa danantara benar benar untuk memperbaiki ekonomi indonesia karena ya liat kasus belakangan ini rakyat banyak yang tidak percaya karena memang banyaknya kasus korupsi yang merugikan negara hingga 1 kuadriliun
Judakusumah1,penasehatnya saja ada finalis occrp apakah pasar internasional yakin tdk terupdate hal tsb blm lagi fakta blkgan dg terbukanya berbagai kasus korupsi yg nilainya sgt signifikan bahkan salah satu terjadi di anak perusahaan yg dikelola danantara sendiri
pututpranoto1,memang nggak bakal seperti 1mdb karena di 1mdb terbukti adanya korupsi yang menyeret pejabat tinggi termasuk pm malaysia sementara danantara sudah dipagari oleh uu yang mempersulit pengawasan oleh kpk dan bpk
AOke548031,setuju danantara hanyalah rumah baru bagi para koruptor2 baru yg ingin bergiliran korupsi
hanoumshakira,pengen segera denger berita korupsi danantara
_Adnannnnnnn,nggeten mawon pak misal pejabat pengurus danantara korupsi langsung hukuman gantung saja kita mulai dari sini saja dulu
JustdreamingOn,lebih percaya gajah masuk ke lubang semut drpd pemerintah yg kelola danantara ini udahlah jujur aja klo niat korupsi gausah di bungkus2 pake ini itu keliatan keren ujungnya sma gimana ngabisin duit rakyat
ara_sofyan,pengamat ekonomi dan politik meragukan n mengkhawatirkan tdk memberi manfaat untuk keberlanjutan ekonomi negara saya rakyat biasa yg mengharap harga pangan tdk makin mahal memprediksi danantara sarana korupsi baru pengurusnya dari kolusi n nepotisme
AkhiyakYayak,penyebab maling ada 2 1 niat 2 kesempatan lha yg kita tahu pengelolanya org2 bermasalah kasus mega korupsi blbi centuri food estate migas dll adakah jaminan tdk di korupsi sementara mereka ada niat dan kesempatan usuk pak hukuman mati bg pelaku korupsi danantara
AOke548031,danantara itu ibarat kendaraan baru untuk korupsi pemerintah gak usah bikin antrian korupsi yg baru lagi kalian itu maling2 penipu semua
scoups909,kemarahan danantara teralihkan ke pertamina apakah korupsi di pertamina selesai tetap lanjut cuma ganti pemain
luitchweeigen,asli bang wkwkwkw kemaren gua debat ssma 02 voter juga gini argumennya korupsi jadi ketahuan kan era prabowo terus mbg juga bagus tuh sama danantara tuh bagus kalau jelek sekarang ya kita liat aja nanti kedepannya wkwkwkw disuruh liat kedepannya sekarang aja dah ancurrrrr
tengku_a_syauqi,mikir positif itu baik tp mental pejabat indonesia ush rusak parah danantara akan jd alat korupsi baru dan alat cuci uang
teukufarhan,elit yang membiarkan ternyata bisa dipidana kasus ini mengkonfirmasisekian kaliperan manusia gelap terkorup terorganisir versi occrp apalagi dijadikan pengawas danantara fix deh pakar tersangka korupsi pertamina tak hanya 9 orang
Kobar_Baru,korupsi aja sampai mati kian danantara buat anak kian cucu kelian anjing
grahesa0610,gak heran di bpi danantara fake ada mantan koruptor rp 100 m sbg tim dewan pakar amp inisiator utk kelola dana insvestasi rp 15 rb triliun bareng koruptor yg belum ketahuan manusia tp tuhan tau loh wahh pakar korupsi diberi wadah utk kerja jadi pejabat tanpa skck
sepaniakesita,dengan dahsyat karena setiap korupsi yg terbongkar memperkeruh kesajahteraan hidup masyarakat umum pak masyarakat tdk bisa lg percaya dgn janji manis yg mengatakan danantara akan membawa kesuksesan karena yg mengelola danantara sendiri saja org sdh punya track record yg
pararealmen,pak sby analisa anda begitu tajam amp sangat bijaksana melihat sebuah fenomena ini dari berbagai sisi andai saja munculnya danantara di backup dg uu hukum mati yg korupsi uu perampasan aset para koruptor sentimen negatif mungkin tidak akan terjadi minim uang disana begitu
kuclugclan2602,mungkin lg hemat stlh liat kondisi indonesia yg gelap gulita investor pd lari saham anjlok korupsi dimana2 phk massal demo masi brlanjut kebakaran barang bukti peraturan yg swaktu2 brubah perang dgn opm retret habiskan dana danantara selain itu lupa trlalu banyak
Mahar161,beneran lagisial wkwkwk ini juga yg gua pikir waktu danantara di resmiin aaaahh udh ini mah buat bahan korupsi golonganwassalam
agoeng_set,ex napi koruptor itu sangat terhormat dijaman ini buktinya dikasih jabatan komut pln dan inisiator danantara jgn omon2 anti korupsi
libccallpacks,saya berani jamin potong kepala saja kepala saya kalau danantara itu pasti jadi sarang koruptor pak ratarata pegawai perbankan plat merah terlibat korupsi mung aleman pada minta damai
BkluOptimis,danantara di gagas bukan ahli ekonomi melainkan yang sudah tesandung kasus korupsi prabowo bukan ahli ekonomi dikhawatirkan danantara mala merugikan negara
namakuteashea,mungkin kami semua bisa percaya kalau danantara bukan untuk hal buruk jika ada uu pejabat yang korupsi akan langsung dihukum mati dan dimiskinkan seluruh anggota keluarganya bagaimana pak apakah sudah fair
GanjaOto,dana desa aja di korupsi apalagi danantara
CHEERSWITH97L,tebak korupsi danantara
kohlervooler,jika nanti danantara gagal yakin bakal gagal dan jadi ajang korupsi pasti dikorupsi anda ikut bertanggung jawab loh pak anda ikut serta meresmikan dan mensuport
a_doni95,asabri jiwasraya garuda timah korupsi pertamina terkait pertalite pertamax muncul di media berita feb 2025 bbrp hari sebelum peresmian danantara sepertinya kasus yg terjadi ktk joko widodo periode kedua bisa diproses hukum setelah pihak2 tersangka kehilangan privileged
burgundyyhair,anda ngomong masalah danantara jg pake politik kepentingan jadi tolong g usah terlalu munafik dan diplomatis yakin aja kalau aslinya juga nyadar ini penuh kepentingan politik dan kemungkinan korupsi berakhir rugi besar tolong empatinya dipake ex pres kok gak punya empati
an_aevii,siapa yg bilang saya ga yakin sama danantara saya yakin kok yakin kalau danantara hadir sbg ladang korupsi wkwkwk
agoeng_set,beliau sangat memuliakan koruptor buktinya ex napi korupsi diangkat jadi komut pln dan terlibat danantara 2 perusahaan yg peganf duit rakyat banyak bangetttttt ceo danantara pun terlibat kasus pasar modal dan asuransi
indonesiaeffort,bagaimana ada good governence di danantara sedangkan pengelolanya saja sudah tukang jago korupsi versi ocrp niat baik itu hanya tipuan kalau niat baik mesti cara yang baik ini caranya saja sudah rusak di mana niat baiknya kecuali hanya mau menipu publik
basyari_h,selama pengurus danantara berbau anasir jokowi gak akan bener jika ada korupsi danantara maka dihukum mati atau serahkan ke pengadilan rakyat
BangBudiKur,tadi barusan diskusi sambil nunggu berbuka puasa dengan teman teman diaspora indo di amerika ttg ini intinya pada pesimis dan memprediksi danantara akan bernasip sama dengan 1malaysia development berhad milik najib razak yang berujung dengan korupsi dan skandal
sayssun,bapak kita ambil contoh 1 aja pertamina patra niaga pnl tahun berjalan 2023 aja lebih dikit dari nominal yg di korupsi jd wajar aja rakyat mempertanyakan apakah danantara ini nantinya tdk akan bernasib sama mau husnudzon jg kita takut
natyapi,coba aja pak buat ruu untuk hukuman mati terhadap terpidana korupsi dan dimiskinkan seluruh keluarganya dan danantara pelaksannya gaboleh kebal hukum baru kalo kaya gitu kita percaya jadi kalo terbukti korupsi danantara bisa langsung tembak tembak dor dor dor dor
sunrithm,intinya saja ya pak danantara adlh lubang baru kalian semua buat korupsi hanya itu yg saya percaya stop bgt buat membangun opini yg sebenarnya tidak membantu sama sekali heran kok pd tenang sih hidupnya bahkan level kementerian agama aja korupsi uang hajialquran
tonokun69,menurut bapak sndiri secara jujur ke depan apakah kinerja danantara akan berhasil baik atau potensi korupsi meluas melihat dari peraturan pengelolaan penjabatnya dan resiko investasi jujur saya cemas dgn penjabatnya yg miliki jejak rekam terduga korupsi
sirulhaq,apalagi proyek yang mau didanai danantara juga ini belum ada yang jelas jadi memang yang paling terasa jadi sumber korupsi saja proyek makan siang gratis dan minum susu gratis juga sampai sekarang masih berantakan dan potensi gagal selain itu tidak jelas program
RondangSib1136,ngeri tidak habis mikir kenapa mantan napi korupsi bi masuk jajaran danantara
roseanaddict,korupsi dari orang2 nya jokowi tuh udah banyak dan menjamur then tiba2 was wes wos muncul danantara gk ada diskusi sama rakyat tiba2 udh diluncurkan aja kita tuh negara apa sih lama2 jadi orde baru part 2 dah gue udh di titik tertinggi buat gk percaya sama pemerintah bye
WPkzl,gak sabar menunggu berita korupsi danantara
ohoxnya2,ingat sekelas dana haji aja masih di malinginkorupsi apalagi ntar danantara yg katanya gak bisa diaudit oleh bpk n kpk
locopocochoco,danantara dan pesimistis massal kita kadung trust issue dgn berita kasus2 korupsi utamanya pd perusahaan2 bumn jika bukan itu mrk menyatakan kerugian akibat mismanagement alibi ini mnjdi momok masyarakat kehilangan kepercayaannya manuver investasi seperti apa
FaedahSyahdu,izin pak seperti yg bpk tahu yg namanya korupsi itu ada dimana baik dijaman bapak jaman jokowi amp jaman prabowo 100 sya yakin akan ada korupsi simpelnya kami hanya butuh kepastian jika nantinya ada korupsi di danantara apakah siap dihukum mati begitu saja
ijoizooo,pak kami semua mengerti tujuannya sebenarnya baik namun yg kami lihat adalah dari sisi pembentukan hngga jajaran yg menunggangi danantara ini sarat oleh kepentingan politik dan elit tertentu sebut saja mereka yg ingin saling mempertahankan kekuasaan dan berujung korupsi
BanudoyoAgus,korupsi 1000t hanya akan evaluasi koplak begini suruh percaya danantara bank emas dll
julookatme,apakah bapak bisa menjamin danantara yg tidak diawasi atau tanpa transparansi itu bakal bebas korupsi gausah jauh2 pak selama 10 tahun terakhir aja ada berapa banyak pejabat yg korupsi itu yg ketahuan yg belum ketahuan saya yakin lebih banyak pak
mzimu29,bukan khawatir sih kita mah udh 1000 yakin danantara bakal jadi ladang korupsi
sunsetjinnie,in conclusion danantara diluncurkan bukan untuk kepentingan rakyat maupun kemajuan negara ini melainkan cara baru para pejabrut untuk korupsi tanpa bisa diadili secara hukum
RfgL88,selama danantara dikelola secara transparan ke publik maka harapan masih ada sebaliknya jika pengelolaannya tertutup dan akuntabilitas kepada publik tidak transparan maka potensi korupsi sangat besar di danantara kunci nya prudent amp transparan serta ada manfaat utk rakyat
ferdy_13,melihat realita yg ada dimana semua bidang habis dikorupsi maka saya sangat khawatir danantara ini akan jd lembaga korupsi secara brutal ingat pepatah jangan letakan telur dalam satu wadah jika tidak mau habis semua potensi kekayaan bangsa
sofian522,pertama saya sangat setuju dengan ada nya danantara nusantara ini karena menurut saya pribadi program ini sangat membantu dan keuangan indonesia bisa di pantau dengan baik dan para investor pun ngga takut yang nama nya uang di korupsi karena investor takut uang mereka di korupsi
sardensaostomat,sy jg meyakini tujuan dan goal yg ingin dicapai dari proyek danantara ini baik yaitu utk membuka investasi dan mengerakkan ekonomi indonesia lbh masif lagi tapi pak mohon maaf saya sdh sgt pesimis dg para pengelola negara ini 14k t bisa jadi lahan baru utk bancakan korupsi
Faraz_kepri,ikn belum selesai di alihkan dengan isu2 lain kini danantara pula rakyat gak butuh itu semua pak yg notabenenya sela n cela buat brengsek penguasa untuk korupsi
EdyBocir,dana segar buat bancakan rame rame pak salam anda adalah presiden terbaik sejak era reformasi beri masukan ke prabowo untuk sijat habis korupsi setelah itu danantara pasti bisa dipercaya
TxtdrSemeru,kalo ekonomi tambah memburuk nilai index saham turun mending stop danantara itu pak bilang ke pak presiden ingat saja rakyat khawatir sekali itu mirip seperti 1mbdb malaysia belum lagi orang yg ngelola itu orang titipan semua amp ada yg pernah dipenjara karena kasus korupsi
antwone02,danantara bukan menjadi tempat parkir uang hasil korupsi dan kejahatan lain yg selama ini ada di ln ya pak yakin kah itu
gengpray,mohon maaf pak danantara muncul pd saat kasus kasus korupsi di negeri ini semakin tidak manusiawi wajar banyak pihak pesimis
Rockpaper99,buka terus buka habis itu tahun2 berikutnya bakalan ada omongan jaman saya jabat banyak pejabat tertangkap kasus korupsi hmm iya sih tapi situ speechnya jelek terus danantara tempat money laundry kan eh whoops usaha yang legal deh yang bener
AlaalaBlair,ketika masih jokowi luhut dan kroni2nya yg ngurusin kami percaya 100 kalo danantara bakal berhasil jadi ajang korupsi rame2
GunGuna0446496,bahkan jikapun malaikat yg disuruh mengelola danantara ini sy tetap meragukannya pak sebagaimana prestasi penyelenggara negara ini dlm hal penyelewengan dan korupsi sudah di luar nalar entah mahluk jenis apa yg saat ini mengendalikan negara ini pak
9orill4,dengan blueprint tatakelola danantara yang sekarang pun saya yakin kok bang yakin bakal jadi proyek bancakan korupsi maksudnya
fartannd,betu saya sepemikiran danantara bakal jd wadah korupsi baru
ajinomongapain,saya yakin danantara akan jadi ladang korupsi tandai tweet saya ini
udir73,sudah fix kok pak mindset kami2 rakyat bahwa danantara ini vehicle korupsi sebab dr banyak l3mbaga pemerintah yg dana besar dikprupsi dan tidak ada yg kembali asabri jiwasraya dan lainnya plus pengurusnya ada mabtan tersangka korupsi apalagi yg membuat rakyat percaya
Endah26809176,klo sampai korupsi semoga pengelola danantara yang korupsi masuk neraka abadi
minazukinyx,saya tidak cemas pak tapi saya realistis melihat banyaknya pejabat dan kasus korupsi akhir2 ini saya yakin danantara adalah upaya untuk korupsi besar2an dan menyengsarakan rakyat
